1000058	3288
1000095	3788
1000108	3079
1000115	4239
1000117	3009
1000227	4836
1000382	3688
1000405	2528
1000420	4719
1000453	3178
1000574	4019
1000577	4268
1000627	4068
1000715	4466
1000726	4698
1000733	4788
1000782	3997
1000905	4509
1001072	4458
1001167	4438
1001279	2638
1001305	3997
1001335	4418
1001369	3308
1001371	3949
1001380	3818
1001407	4079
1001416	4728
1001432	3808
1001475	4435
1001528	4318
1001555	4317
1001558	4199
1001596	3828
1001656	3598
1001709	2566
1001750	3857
1001755	2728
1001765	3398
1001803	3708
1001826	3867
1001867	3707
1001875	4537
1001914	3248
1002092	4848
1002102	2618
1002110	3568
1002142	3817
1002158	3868
1002193	4067
1002256	3759
1002264	3787
1002267	4776
1002282	4798
1002341	3508
1002409	4328
1002418	3578
1002436	4379
1002485	3155
1002527	4046
1002573	2668
1002609	3996
1002621	4728
1002708	4049
1002796	3248
1002800	4188
1002827	4066
1002854	2788
1002877	4198
1002934	3648
1003074	4127
1003087	3969
1003229	4059
1003236	3139
1003261	3278
1003322	4568
1003373	4788
1003417	4049
1003432	4388
1003446	4238
1003456	4388
1003458	4998
1003601	2608
1003766	4958
1003848	4018
1003854	2969
1003888	3368
1003918	3308
1003931	3747
1003939	4059
1003947	4079
1003951	2968
1003969	4018
1004000	2798
1004050	3207
1004133	3228
1004186	4019
1004190	4448
1004237	4856
1004265	3517
1004294	4438
1004308	2849
1004333	4418
1004351	2918
1004374	3859
1004443	3078
1004459	3637
1004476	3648
1004483	4736
1004492	3678
1004493	3417
1004504	3388
1004592	2578
1004594	3238
1004615	3358
1004676	4309
1004691	3697
1004704	3619
1004733	3218
1004783	4477
1004788	3948
1004835	3619
1004869	3668
1004894	3688
1004902	3508
1004921	4059
1004929	2598
1004940	4558
1005033	2879
1005045	2989
1005071	4157
1005119	3718
1005142	4157
1005159	4166
1005161	2768
1005186	4648
1005209	4096
1005214	3508
1005232	4548
1005234	3348
1005243	2538
1005298	3019
1005303	3478
1005307	4327
1005309	3619
1005400	4158
1005427	3528
1005495	2787
1005497	4888
1005504	3718
1005518	2608
1005530	3619
1005539	4579
1005558	3608
1005573	4059
1005625	4608
1005650	3648
1005692	4758
1005728	4006
1005740	2979
1005757	3178
1005805	3478
1005806	2998
1005812	4037
1005830	3638
1005841	4758
1005864	3478
1005978	4477
1006078	2668
1006091	3076
1006126	3966
1006172	3277
1006357	4408
1006366	2979
1006368	2909
1006494	3217
1006668	2618
1006671	2509
1006686	3707
1006715	4637
1006758	2508
1006776	3688
1006801	3668
1006852	4986
1006889	4828
1006917	2627
1006930	4848
1006966	4027
1007092	3038
1007103	4948
1007203	3716
1007215	3178
1007223	4076
1007242	3418
1007263	4419
1007267	2939
1007284	2709
1007314	4059
1007336	3458
1007363	4328
1007403	3019
1007445	3958
1007513	3958
1007528	3828
1007529	4437
1007532	2989
1007611	2999
1007619	4378
1007711	3318
1007725	2969
1007727	2969
1007758	2957
1007779	3438
1007780	4309
1007807	4508
1007808	4348
1007809	4667
1007891	4798
1007892	3848
1007907	3787
1007925	4566
1007934	4816
1007947	2609
1007958	2916
1008004	3468
1008072	2959
1008162	4576
1008166	2999
1008221	4588
1008296	3178
1008314	3679
1008348	3538
1008696	4698
1008703	4288
1008712	4869
1008815	2689
1008829	2768
1008909	2509
1008965	3336
1008969	2518
1009030	3318
1009038	4717
1009175	4656
1009224	4018
1009247	2606
1009351	4736
1009369	2908
1009388	4728
1009442	4286
1009490	4039
1009521	3658
1009556	4708
1009583	2638
1009610	4978
1009629	4978
1009683	3208
1009684	2728
1009687	3328
1009688	3488
1009745	3337
1009761	2938
1009764	3228
1009766	2838
1009920	4197
1009928	3248
1009956	3458
1010035	4238
1010109	4158
1010125	2879
1010141	2777
1010150	2547
1010160	3338
1010172	4176
1010233	3619
1010305	3248
1010319	4308
1010390	3458
1010396	3738
1010438	3116
1010511	4738
1010531	3038
1010566	2628
1010602	4379
1010615	4158
1010630	2617
1010679	4827
1010880	3198
1010889	4538
1010902	3658
1010960	2509
1010971	4059
1011070	3598
1011079	4059
1011107	2808
1011127	3417
1011137	2598
1011156	4947
1011157	4657
1011235	4988
1011268	4558
1011312	3098
1011339	4547
1011365	3636
1011438	4059
1011456	3947
1011562	4708
1011570	4267
1011591	4788
1011664	3128
1011687	4848
1011741	4955
1011820	2917
1011841	3448
1011956	4848
1012018	2918
1012051	2979
1012070	3578
1012234	4177
1012301	4767
1012456	4556
1012475	4059
1012485	2989
1012515	2978
1012530	2618
1012540	4618
1012706	4727
1012740	4428
1012773	3958
1012926	3468
1012938	3858
1012991	3858
1013054	3929
1013078	2638
1013109	3506
1013112	3338
1013295	3078
1013301	4338
1013305	4968
1013379	4876
1013405	3087
1013411	3268
1013455	4036
1013473	3077
1013515	3228
1013539	2989
1013575	3867
1013608	2888
1013659	4498
1013669	4127
1013718	2799
1013756	4438
1013766	3448
1013774	3717
1013809	4079
1013815	3436
1013826	4898
1013844	4498
1013857	4019
1013887	3827
1013921	2999
1014071	2529
1014085	3067
1014131	2758
1014168	4287
1014206	4296
1014211	2929
1014320	3638
1014385	3079
1014413	3148
1014461	3548
1014563	2969
1014566	2798
1014572	2989
1014595	3998
1014617	4698
1014620	3958
1014638	4996
1014714	4928
1014721	4128
1014748	3667
1014821	3368
1014835	4948
1014858	4538
1014888	3038
1014943	3878
1015085	4087
1015114	4107
1015138	4078
1015162	3558
1015176	2748
1015184	4969
1015222	2799
1015237	3057
1015273	3158
1015330	4758
1015331	4578
1015354	4378
1015382	2508
1015397	4308
1015445	3759
1015490	2969
1015564	2829
1015629	4028
1015640	4627
1015672	2758
1015675	3758
1015683	2747
1015697	3096
1015722	4308
1015740	4378
1015742	3488
1015827	2598
1015906	3728
1015965	3238
1016044	3578
1016057	4847
1016079	4857
1016141	4728
1016147	4648
1016155	2529
1016187	2768
1016222	4348
1016235	3428
1016247	4788
1016263	4797
1016343	3408
1016403	4468
1016478	4084
1016533	4838
1016623	2758
1016641	2538
1016678	3438
1016755	2509
1016780	4358
1016842	2578
1016933	3198
1016953	3817
1017082	4538
1017103	3907
1017106	4067
