1000000	20345
1000001	11058
1000002	68465
1000003	25903
1000006	29332
1000010	36557
1000011	33006
1000012	33341
1000013	36225
1000014	51988
1000016	60682
1000018	20864
1000019	48596
1000020	71935
1000021	20704
1000022	111982
1000023	53896
1000024	52096
1000027	29334
1000028	25458
1000029	141134
1000031	48513
1000032	56986
1000033	119482
1000035	22851
1000036	51423
1000039	16215
1000041	11788
1000043	610040
1000046	13228
1000047	75295
1000049	48613
1000052	46613
1000053	10468
1000055	68842
1000059	58668
1000060	16023
1000061	64751
1000063	60709
1000065	11447
1000066	74690
1000067	58662
1000068	27829
1000069	53236
1000071	60203
1000073	157865
1000075	11036
1000079	13498
1000081	29985
1000083	43189
1000084	25254
1000085	81731
1000092	19166
1000094	77205
1000096	12527
1000097	18465
1000098	29682
1000099	56051
1000100	42317
1000102	50539
1000103	162835
1000104	98141
1000105	36964
1000109	20755
1000110	25818
1000111	102838
1000118	136019
1000119	15303
1000122	20948
1000123	81724
1000124	46672
1000125	65112
1000126	51886
1000127	36677
1000128	10236
1000129	12958
1000130	18515
1000131	26919
1000133	24103
1000135	55705
1000138	116930
1000139	13786
1000140	22165
1000141	66545
1000142	57145
1000146	70983
1000147	63002
1000152	12315
1000154	78835
1000156	24777
1000157	32036
1000158	17024
1000161	20364
1000163	94593
1000165	17268
1000167	47743
1000168	111350
1000175	82179
1000176	82897
1000177	20137
1000178	12575
1000179	39946
1000180	164445
1000181	21836
1000187	44283
1000188	74568
1000191	47704
1000192	10179
1000194	17357
1000195	113882
1000196	70954
1000198	76462
1000199	72475
1000202	169086
1000203	25436
1000205	94784
1000206	42190
1000208	12996
1000211	101505
1000212	112984
1000213	120456
1000214	33754
1000215	38826
1000216	25988
1000219	11388
1000220	58271
1000221	68488
1000223	62284
1000224	17046
1000225	20157
1000228	11444
1000229	46824
1000230	129219
1000231	142285
1000232	10345
1000234	144199
1000235	66303
1000237	27514
1000238	256635
1000239	22946
1000241	56041
1000242	11076
1000243	55447
1000245	159509
1000246	122679
1000247	14957
1000249	25127
1000250	71815
1000251	104474
1000252	18253
1000253	20483
1000256	49865
1000257	58963
1000258	41897
1000261	21138
1000262	67727
1000263	69693
1000264	35457
1000265	31017
1000266	66651
1000267	43695
1000268	48526
1000269	78399
1000271	42934
1000273	192979
1000275	51826
1000277	30187
1000279	271457
1000281	14122
1000284	18825
1000287	30927
1000291	24547
1000294	28466
1000296	47573
1000298	47787
1000299	34375
1000300	59963
1000301	39985
1000302	30526
1000304	39642
1000305	57526
1000306	43854
1000307	56364
1000308	97963
1000309	82551
1000311	33306
1000312	31284
1000314	58178
1000316	39724
1000318	60076
1000319	28574
1000320	60303
1000321	77682
1000322	40188
1000323	126751
1000324	12326
1000325	81331
1000326	14137
1000328	38563
1000329	26623
1000330	20826
1000332	15196
1000333	50027
1000336	59223
1000338	17783
1000339	14428
1000341	305841
1000343	24945
1000344	24224
1000347	161309
1000353	130353
1000354	40283
1000355	70010
1000356	42387
1000360	18958
1000362	90362
1000363	71663
1000364	50423
1000366	51826
1000367	53104
1000368	31915
1000369	46874
1000371	413833
1000372	62469
1000375	71006
1000378	64460
1000379	140016
1000380	60998
1000384	15447
1000385	11687
1000386	38995
1000388	64386
1000389	65992
1000390	32975
1000391	53777
1000393	123700
1000394	11487
1000395	133574
1000396	11697
1000399	40757
1000400	42902
1000401	16808
1000402	15705
1000403	31767
1000406	139721
1000407	23708
1000408	35691
1000410	89977
1000411	70532
1000413	42006
1000414	71660
1000416	11478
1000417	28057
1000423	17945
1000425	28673
1000427	30877
1000430	10406
1000431	172179
1000432	57275
1000437	29103
1000441	33697
1000442	17526
1000444	55813
1000445	51076
1000446	232318
1000447	48709
1000449	11408
1000456	33178
1000457	13535
1000460	48125
1000463	27165
1000466	35854
1000469	80477
1000470	91501
1000471	69816
1000473	38252
1000475	42378
1000476	17436
1000478	38405
1000480	68903
1000484	49795
1000485	45277
1000494	52665
1000495	93475
1000498	59736
1000501	70105
1000503	25683
1000504	48450
1000505	66013
1000507	122373
1000508	112904
1000509	69122
1000510	241056
1000511	43833
1000512	14928
1000513	423743
1000514	27095
1000515	37999
1000516	41454
1000522	13278
1000523	80763
1000526	11837
1000527	34696
1000529	35952
1000530	286862
1000531	47464
1000533	52396
1000534	32579
1000535	11018
1000538	17838
1000539	62335
1000540	58714
1000541	38518
1000542	43734
1000543	93932
1000544	23995
1000545	120321
1000546	97383
1000547	17905
1000549	57983
1000552	33644
1000554	87111
1000557	14745
1000559	90475
1000560	34516
1000561	98756
1000562	55676
1000563	50647
1000566	14257
1000567	51803
1000568	13148
1000569	144025
1000570	30635
1000572	78555
1000573	16265
1000582	101338
1000584	44911
1000586	499215
1000588	111284
1000590	24856
1000591	48372
1000592	89482
1000594	48909
1000595	11386
1000597	109890
1000598	47140
1000601	25272
1000602	17996
1000603	72109
1000604	61990
1000608	19905
1000613	72221
1000614	51126
1000615	105414
1000616	89183
1000618	44392
1000620	30906
1000621	64372
1000622	113133
1000623	49156
1000624	88821
1000626	45489
1000628	39668
1000629	53276
1000635	52185
1000636	28696
1000639	70284
1000640	42555
1000642	43665
1000643	110338
1000646	23705
1000647	99043
1000649	30146
1000650	36516
1000651	42932
1000652	48064
1000654	14328
1000658	44678
1000659	27055
1000662	10337
1000664	69296
1000665	153698
1000669	25156
1000670	32023
1000671	40353
1000672	15145
1000674	463593
1000675	20168
1000676	17684
1000678	101990
1000679	425313
1000680	75943
1000681	44058
1000682	67229
1000684	146764
1000685	18738
1000687	63708
1000688	33852
1000691	62363
1000692	56767
1000693	53385
1000697	26291
1000702	39064
1000703	10398
1000704	61844
1000706	14316
1000707	48918
1000708	26107
1000709	275794
1000710	21718
1000712	94103
1000713	10506
1000716	14886
1000717	107889
1000718	12255
1000719	44811
1000722	22095
1000723	204421
1000727	119720
1000728	31725
1000729	55526
1000730	30564
1000736	56867
1000738	60768
1000740	32035
1000743	25797
1000745	34096
1000748	74992
1000750	28936
1000752	64114
1000756	124492
1000757	43455
1000758	69253
1000760	82655
1000761	40228
1000762	133680
1000765	217462
1000770	64393
1000771	36943
1000773	39311
1000774	79752
1000775	11927
1000776	32037
1000777	22854
1000778	10986
1000779	119712
1000783	33776
1000785	44691
1000787	41436
1000788	67056
1000789	83462
1000790	40584
1000791	110838
1000792	65394
1000795	14847
1000796	37921
1000798	41886
1000802	13055
1000803	70599
1000804	10447
1000805	67021
1000806	63166
1000808	17784
1000810	474362
1000811	33417
1000812	47390
1000813	218425
1000814	104199
1000816	69292
1000817	46076
1000819	155076
1000820	17778
1000822	30025
1000823	42733
1000824	12559
1000825	22766
1000826	14416
1000827	30232
1000828	13457
1000829	41565
1000830	21245
1000831	18895
1000832	39616
1000833	108527
1000835	137790
1000836	81886
1000837	55196
1000838	45307
1000839	50015
1000840	30296
1000841	77233
1000842	13457
1000845	113568
1000848	32492
1000850	20848
1000851	111584
1000852	78963
1000853	10308
1000854	27804
1000855	55636
1000856	68647
1000857	130398
1000859	43542
1000860	60898
1000864	541139
1000868	229778
1000870	69172
1000871	43523
1000872	65071
1000873	26606
1000878	64358
1000880	39877
1000882	99074
1000883	22047
1000884	14768
1000885	58923
1000887	43124
1000889	38438
1000890	34173
1000891	10677
1000892	27397
1000894	89410
1000895	18235
1000897	130658
1000898	95867
1000902	40628
1000903	16397
1000904	78489
1000906	114322
1000907	34181
1000909	44162
1000911	88269
1000913	96741
1000915	22634
1000917	26642
1000918	25876
1000920	24472
1000921	32955
1000922	85253
1000923	15076
1000924	11748
1000927	41292
1000928	80915
1000929	17394
1000931	20027
1000933	322783
1000934	49581
1000935	17156
1000936	76392
1000937	117382
1000939	84059
1000940	43929
1000941	14145
1000945	85356
1000946	35238
1000947	34297
1000950	16673
1000952	118973
1000954	53953
1000955	33835
1000958	36133
1000960	28605
1000961	21646
1000962	67084
1000963	62603
1000966	30935
1000969	45611
1000971	70275
1000972	14698
1000973	13695
1000974	101705
1000975	24509
1000980	23647
1000983	87367
1000984	35768
1000988	19775
1000990	11926
1000991	80834
1000992	24388
1000993	55541
1000994	54408
1000996	93970
1000997	69134
1000998	119015
1000999	84583
1001000	42574
1001002	28028
1001004	79155
1001005	15695
1001009	57492
1001011	49984
1001012	25685
1001013	63510
1001014	53662
1001015	32634
1001016	51126
1001017	37282
1001022	136751
1001024	135942
1001025	65733
1001026	44602
1001027	133067
1001029	32764
1001031	39912
1001032	22077
1001034	40387
1001036	82060
1001037	14134
1001039	120064
1001040	73016
1001041	55226
1001042	12536
1001045	40516
1001046	13219
1001047	25197
1001048	11603
1001049	31870
1001051	24885
1001054	29758
1001055	103407
1001058	87433
1001059	74693
1001061	101622
1001062	16934
1001063	28309
1001064	44000
1001065	22701
1001066	27235
1001068	107620
1001071	29675
1001073	18146
1001074	47977
1001075	37996
1001076	40643
1001077	13456
1001078	36876
1001081	27173
1001082	167592
1001083	55691
1001089	29834
1001090	11976
1001092	46747
1001093	92191
1001095	156085
1001097	113912
1001098	20725
1001099	86401
1001100	30185
1001103	29393
1001105	19429
1001107	16525
1001108	15446
1001109	321854
1001110	63413
1001113	181536
1001114	43627
1001117	25904
1001119	15858
1001122	55722
1001126	54475
1001128	21018
1001131	16305
1001134	22255
1001135	58370
1001137	89032
1001138	82798
1001140	10896
1001145	48369
1001146	20304
1001147	21925
1001148	18106
1001149	14935
1001151	147129
1001153	14536
1001154	47192
1001158	35026
1001159	34437
1001160	29577
1001162	46556
1001164	10928
1001168	10028
1001172	30793
1001175	20344
1001176	66305
1001177	18807
1001178	39235
1001179	46036
1001180	59686
1001181	10237
1001182	43498
1001183	66544
1001185	13357
1001186	15372
1001187	36401
1001188	34916
1001191	13375
1001192	77254
1001195	85671
1001196	28297
1001197	130051
1001201	91462
1001203	49946
1001204	95920
1001205	44884
1001206	13079
1001207	40983
1001208	56385
1001211	104659
1001214	14477
1001215	36663
1001218	66901
1001219	318738
1001220	12395
1001221	46466
1001222	51946
1001223	35219
1001224	29302
1001225	73804
1001226	79270
1001227	324652
1001229	97656
1001230	96916
1001231	103901
1001232	58875
1001233	19864
1001235	57817
1001236	12977
1001238	58703
1001240	23019
1001241	29005
1001242	37999
1001243	62995
1001246	10266
1001247	94987
1001248	19736
1001249	59092
1001250	27016
1001252	15316
1001253	515794
1001254	19846
1001255	44818
1001257	27685
1001259	49345
1001263	71522
1001264	87797
1001265	68252
1001266	125498
1001268	17503
1001270	105681
1001271	92222
1001275	30928
1001276	37295
1001280	66935
1001281	11447
1001283	118541
1001287	73436
1001289	16317
1001290	82382
1001291	23446
1001292	130764
1001293	10848
1001295	50146
1001297	74463
1001298	40491
1001300	95961
1001302	113400
1001304	31935
1001306	32114
1001308	51668
1001309	75599
1001311	37737
1001312	25436
1001314	14077
1001315	24015
1001318	42966
1001319	39096
1001320	42606
1001321	71859
1001323	12936
1001324	53103
1001325	14148
1001327	52062
1001328	84025
1001329	115062
1001331	105063
1001333	46762
1001336	68185
1001337	12327
1001339	21505
1001340	24787
1001341	84771
1001342	28852
1001347	21874
1001348	53058
1001349	26543
1001352	364100
1001359	33784
1001360	28855
1001362	44990
1001363	23384
1001364	21245
1001365	15218
1001370	176945
1001374	13718
1001375	139202
1001376	16077
1001377	88235
1001378	30085
1001379	60703
1001383	13026
1001385	41655
1001386	500032
1001388	37614
1001390	25338
1001395	34055
1001396	40782
1001397	54935
1001398	41477
1001399	74701
1001400	209514
1001401	124511
1001405	115690
1001412	56882
1001414	51797
1001415	41591
1001419	75882
1001420	14267
1001422	36433
1001425	79793
1001426	23560
1001428	15038
1001429	54265
1001430	25987
1001433	41482
1001434	47866
1001435	15418
1001436	17618
1001437	103634
1001438	39353
1001440	60063
1001442	37837
1001443	60147
1001446	12397
1001447	85425
1001449	13037
1001451	77686
1001452	14607
1001453	10716
1001454	49205
1001456	23477
1001458	98854
1001459	35046
1001461	25962
1001462	23255
1001464	28775
1001465	13219
1001466	26315
1001467	38143
1001468	1128687
1001471	113020
1001472	51406
1001473	87847
1001474	67933
