1000008	9718
1000015	5477
1000017	5948
1000025	8316
1000026	6265
1000040	5028
1000045	5238
1000072	6504
1000114	5068
1000143	9788
1000164	8168
1000171	7858
1000193	8942
1000222	8308
1000270	7819
1000282	7378
1000303	5609
1000310	6049
1000357	8338
1000358	5338
1000377	6268
1000381	6457
1000409	7017
1000429	8588
1000435	7405
1000439	8188
1000459	9356
1000464	7608
1000481	7609
1000497	5627
1000518	7357
1000536	8478
1000537	8288
1000564	9267
1000571	7396
1000578	9278
1000579	5738
1000587	7037
1000589	7358
1000630	7897
1000632	5019
1000634	8376
1000638	7418
1000641	5938
1000645	6178
1000663	6427
1000668	7766
1000696	8616
1000701	8669
1000720	7549
1000739	5638
1000741	6747
1000764	8799
1000772	6179
1000786	7667
1000794	7789
1000807	6559
1000865	6997
1000879	8537
1000930	7418
1000949	7818
1000959	8035
1000977	6648
1000978	8215
1001018	5027
1001056	9506
1001057	5308
1001087	8718
1001088	6798
1001094	6836
1001112	7838
1001125	5129
1001129	7435
1001136	5658
1001150	7547
1001171	6636
1001173	8028
1001190	5718
1001193	7427
1001256	8818
1001261	9368
1001282	7889
1001284	7236
1001285	9888
1001296	7889
1001322	8128
1001338	7878
1001350	8099
1001354	5476
1001367	8086
1001408	8818
1001424	9247
1001469	7978
1001480	9568
1001505	9986
1001513	7826
1001540	6396
1001566	7348
1001588	5488
1001620	7828
1001640	7848
1001646	9536
1001706	8448
1001734	7367
1001756	7777
1001762	5448
1001774	5737
1001800	5536
1001853	8836
1001912	8217
1001926	6489
1001940	8688
1001957	8846
1001961	6308
1001981	6118
1001983	5917
1002043	5266
1002061	8018
1002087	9628
1002135	8669
1002169	6217
1002174	8029
1002180	7206
1002185	7587
1002212	6418
1002255	9927
1002289	7066
1002292	7728
1002298	6627
1002307	9178
1002368	7747
1002386	6418
1002395	9036
1002404	6717
1002453	8369
1002457	7718
1002486	7456
1002502	6628
1002516	5208
1002538	6596
1002543	8268
1002547	7016
1002557	5387
1002565	8468
1002576	8578
1002593	6227
1002607	5546
1002615	8398
1002628	5548
1002649	5336
1002655	7919
1002659	6829
1002666	7939
1002684	5157
1002696	7738
1002718	6758
1002729	5866
1002732	8337
1002734	6278
1002735	8248
1002782	8037
1002788	6737
1002792	8727
1002806	7907
1002825	8648
1002908	7706
1002929	9996
1002942	7168
1002956	8838
1002997	5828
1003001	5367
1003016	8507
1003023	9337
1003026	8846
1003044	9908
1003045	7886
1003066	6026
1003068	7806
1003075	9478
1003081	6366
1003088	8075
1003092	8669
1003134	6928
1003136	5028
1003145	7089
1003152	6237
1003156	5067
1003164	8059
1003193	9217
1003199	7087
1003205	5119
1003234	7295
1003245	8616
1003281	6967
1003292	9018
1003300	7228
1003333	8397
1003354	6668
1003374	5119
1003375	7066
1003382	7089
1003442	9595
1003444	7889
1003486	9015
1003499	7106
1003505	7407
1003535	8505
1003551	5977
1003553	7219
1003571	8148
1003594	5765
1003621	6417
1003647	6076
1003679	8578
1003704	7098
1003833	5818
1003862	8917
1003877	7608
1003910	6528
1003916	9148
1003972	7378
1003975	6896
1003989	8927
1003994	5748
1004004	7699
1004026	7467
1004052	8568
1004079	6158
1004082	6598
1004097	7487
1004100	7157
1004137	5224
1004188	5987
1004214	5609
1004255	6624
1004259	5487
1004263	6275
1004281	5538
1004292	7029
1004293	8249
1004295	7488
1004301	5028
1004307	8648
1004327	9527
1004422	8595
1004425	8747
1004431	9116
1004472	8138
1004590	9865
1004595	8047
1004604	7658
1004605	8466
1004669	5288
1004696	8358
1004714	7346
1004734	8765
1004737	7056
1004741	5127
1004798	5837
1004820	6617
1004910	8518
1004914	9658
1004928	8788
1004942	8328
1004947	6879
1004962	6388
1004985	5968
1004988	8667
1005000	9377
1005005	7438
1005022	7185
